user_id,age,tenure_months,archetype,monthly_logins,supercoins_earned,supercoins_redeemed,redemption_category,engagement_score_before,engagement_score_after
2088,40,24,Tech Enthusiast,17,457.5,354.5,Streaming,16.62,18.68
2089,41,37,Wellness Focused,10,164.6,106.8,Discount Vouchers,7.71,8.47
2090,36,2,Deal Hunter,20,377.0,176.4,Groceries,15.53,19.65
2091,22,32,Tech Enthusiast,9,362.5,274.1,Fitness,10.87,12.26
2092,49,24,Wellness Focused,6,135.9,96.0,Electronics,5.32,5.53
2093,18,9,Tech Enthusiast,13,382.7,233.3,Electronics,12.66,14.76
2094,40,4,Convenience Seeker,30,310.0,180.3,Food Delivery,19.9,23.95
2095,54,17,Convenience Seeker,25,195.1,97.7,Groceries,15.43,17.45
2096,25,17,Wellness Focused,15,145.4,69.9,Streaming,9.65,11.03
2097,30,30,Deal Hunter,17,305.0,178.8,Streaming,13.34,17.13
2098,25,40,Convenience Seeker,19,283.9,120.1,Groceries,13.54,15.81
2099,40,11,Tech Enthusiast,14,386.2,247.2,Streaming,13.33,14.5
2100,18,21,Tech Enthusiast,12,444.7,325.0,Electronics,13.7,15.95
2101,41,21,Tech Enthusiast,16,365.1,335.2,Streaming,15.0,17.47
2102,52,18,Wellness Focused,10,239.3,178.1,Discount Vouchers,9.17,10.22
2103,41,29,Deal Hunter,14,365.4,271.6,Fitness,13.37,16.4
2104,34,24,Deal Hunter,12,285.6,173.1,Discount Vouchers,10.59,12.88
2105,22,10,Convenience Seeker,24,303.2,143.5,Discount Vouchers,16.47,20.06
2106,37,45,Convenience Seeker,25,194.5,125.6,Discount Vouchers,15.7,18.54
2107,38,17,Deal Hunter,15,329.7,240.4,Discount Vouchers,13.2,16.12
2108,48,18,Deal Hunter,22,272.6,217.6,Streaming,15.9,20.09
2109,53,42,Convenience Seeker,26,278.8,238.2,Discount Vouchers,18.17,22.34
2110,28,20,Wellness Focused,11,169.8,91.8,Fitness,8.12,9.3
2111,32,37,Tech Enthusiast,22,364.5,194.1,Streaming,16.59,17.84
2112,36,45,Wellness Focused,11,85.7,60.9,Fitness,6.97,7.56
2113,24,18,Wellness Focused,9,167.0,118.8,Groceries,7.36,8.02
2114,45,17,Wellness Focused,12,251.6,130.8,Fitness,9.82,10.8
2115,22,9,Tech Enthusiast,17,427.1,308.8,Electronics,15.86,17.32
2116,22,14,Wellness Focused,12,86.2,50.9,Groceries,7.37,8.23
2117,47,29,Tech Enthusiast,17,396.0,297.6,Discount Vouchers,15.44,18.32
2118,49,31,Tech Enthusiast,12,481.3,269.6,Streaming,13.51,14.78
2119,25,4,Tech Enthusiast,14,391.4,284.1,Discount Vouchers,13.76,15.63
2120,27,18,Convenience Seeker,31,201.6,165.9,Electronics,19.17,23.73
2121,49,20,Deal Hunter,22,424.8,399.0,Streaming,19.24,23.72
2122,45,47,Deal Hunter,15,255.2,229.9,Groceries,12.35,15.04
2123,34,43,Deal Hunter,22,306.4,207.4,Discount Vouchers,16.14,20.1
2124,48,44,Deal Hunter,15,283.1,189.3,Discount Vouchers,12.22,15.42
2125,25,9,Deal Hunter,19,359.2,230.1,Groceries,15.39,18.5
2126,42,13,Deal Hunter,21,348.9,144.9,Streaming,15.44,19.63
2127,26,15,Convenience Seeker,21,206.3,101.3,Groceries,13.58,16.21
2128,19,27,Wellness Focused,21,138.0,59.7,Groceries,12.48,13.48
2129,32,15,Deal Hunter,18,328.3,257.1,Groceries,14.85,17.73
2130,20,28,Wellness Focused,12,193.1,121.1,Groceries,9.14,9.87
2131,53,37,Wellness Focused,18,166.3,72.3,Electronics,11.39,12.32
2132,21,19,Convenience Seeker,24,241.6,188.4,Streaming,16.3,18.98
2133,31,26,Tech Enthusiast,14,336.3,253.7,Discount Vouchers,12.9,14.76
2134,42,26,Deal Hunter,10,431.0,343.1,Groceries,12.74,15.85
2135,27,25,Deal Hunter,17,358.3,261.5,Discount Vouchers,14.7,18.66
2136,38,26,Convenience Seeker,19,260.4,127.3,Food Delivery,13.38,16.34
2137,53,26,Deal Hunter,20,378.6,164.2,Discount Vouchers,15.43,18.84
2138,29,46,Convenience Seeker,27,247.8,210.5,Food Delivery,18.08,21.53
2139,44,28,Convenience Seeker,14,211.1,109.5,Electronics,10.21,12.02
2140,19,18,Deal Hunter,18,340.8,238.0,Discount Vouchers,14.79,17.63
2141,30,32,Deal Hunter,12,328.3,219.0,Discount Vouchers,11.47,14.35
2142,49,3,Deal Hunter,21,420.9,381.6,Groceries,18.52,23.06
2143,48,2,Wellness Focused,11,135.8,95.6,Groceries,7.81,8.45
2144,33,33,Convenience Seeker,21,202.2,145.4,Streaming,13.98,17.11
2145,49,42,Deal Hunter,18,446.1,256.8,Discount Vouchers,16.03,19.71
2146,49,19,Deal Hunter,18,391.1,362.6,Fitness,16.54,21.12
2147,51,17,Deal Hunter,16,358.2,263.9,Discount Vouchers,14.22,17.57
2148,28,44,Deal Hunter,18,279.0,112.4,Fitness,12.91,15.51
2149,27,33,Tech Enthusiast,20,435.1,307.1,Streaming,17.42,20.48
2150,32,12,Deal Hunter,18,242.6,145.6,Electronics,12.88,16.11
2151,34,3,Wellness Focused,16,149.2,62.3,Fitness,10.12,10.84
2152,35,43,Tech Enthusiast,17,340.2,216.8,Streaming,14.07,15.73
2153,26,26,Deal Hunter,17,274.8,226.9,Electronics,13.52,16.43
2154,42,35,Convenience Seeker,17,188.5,127.6,Food Delivery,11.66,14.34
2155,31,8,Tech Enthusiast,11,451.8,339.6,Electronics,13.41,14.32
2156,42,36,Tech Enthusiast,15,517.2,388.9,Fitness,16.56,18.85
2157,39,7,Convenience Seeker,23,318.6,245.0,Discount Vouchers,17.14,19.68
2158,47,46,Wellness Focused,9,224.9,137.9,Electronics,8.13,8.48
2159,37,46,Tech Enthusiast,19,389.8,235.3,Discount Vouchers,15.75,17.99
2160,38,36,Deal Hunter,14,331.5,133.4,Discount Vouchers,11.65,14.02
2161,49,16,Tech Enthusiast,13,345.7,167.6,Electronics,11.63,13.39
2162,38,24,Convenience Seeker,19,182.0,168.0,Electronics,13.0,15.98
2163,52,1,Convenience Seeker,25,172.8,149.2,Discount Vouchers,15.72,18.65
2164,49,25,Tech Enthusiast,20,336.8,185.7,Electronics,15.22,17.42
2165,47,10,Tech Enthusiast,10,451.2,280.1,Discount Vouchers,12.31,14.45
2166,29,16,Convenience Seeker,21,307.8,282.2,Food Delivery,16.4,19.21
2167,35,16,Deal Hunter,17,265.9,143.0,Streaming,12.59,15.94
2168,38,8,Wellness Focused,14,197.6,136.9,Fitness,10.34,11.13
2169,30,29,Wellness Focused,10,248.5,102.4,Fitness,8.51,9.36
2170,38,39,Wellness Focused,16,170.9,126.6,Fitness,10.98,11.87
2171,25,28,Tech Enthusiast,11,365.4,333.1,Electronics,12.48,13.88
2172,24,6,Tech Enthusiast,15,385.0,341.3,Streaming,14.76,16.52
2173,40,16,Convenience Seeker,16,345.9,233.8,Groceries,13.8,16.31
2174,49,20,Deal Hunter,19,315.8,239.2,Electronics,15.05,18.6
2175,28,16,Convenience Seeker,26,388.1,276.9,Groceries,19.65,24.27
2176,39,7,Wellness Focused,14,139.9,61.1,Fitness,9.01,9.54
2177,39,41,Wellness Focused,13,149.6,72.9,Groceries,8.73,9.72
2178,42,14,Convenience Seeker,15,175.7,163.4,Electronics,10.89,12.72
2179,39,43,Convenience Seeker,25,324.3,175.4,Food Delivery,17.5,20.47
2180,45,26,Deal Hunter,26,325.7,199.1,Discount Vouchers,18.25,21.61
2181,46,26,Deal Hunter,26,266.0,180.8,Groceries,17.47,22.23
2182,30,14,Convenience Seeker,32,238.5,223.8,Food Delivery,20.62,24.59
2183,35,7,Deal Hunter,17,349.1,272.1,Discount Vouchers,14.71,17.84
2184,19,33,Deal Hunter,14,270.4,201.8,Electronics,11.72,14.58
2185,46,26,Deal Hunter,22,340.5,234.4,Streaming,16.75,20.59
2186,38,45,Convenience Seeker,22,314.0,246.6,Discount Vouchers,16.61,20.48
2187,32,20,Deal Hunter,20,294.0,225.0,Electronics,15.19,18.37
2188,44,3,Tech Enthusiast,22,298.3,267.5,Electronics,16.66,18.76
2189,48,4,Convenience Seeker,25,243.8,170.2,Discount Vouchers,16.64,20.39
2190,32,26,Wellness Focused,17,149.8,94.6,Groceries,10.94,11.68
2191,40,11,Wellness Focused,16,105.3,88.8,Groceries,9.94,10.8
2192,41,2,Deal Hunter,21,355.2,298.3,Discount Vouchers,17.04,20.48
2193,30,14,Convenience Seeker,17,297.5,146.8,Groceries,12.94,15.19
2194,39,44,Tech Enthusiast,14,423.1,224.3,Food Delivery,13.47,14.59
2195,54,30,Wellness Focused,13,154.0,142.8,Groceries,9.47,10.12
2196,50,12,Tech Enthusiast,23,418.1,269.4,Electronics,18.38,20.05
2197,20,26,Wellness Focused,8,141.0,96.7,Fitness,6.38,6.89
2198,36,44,Deal Hunter,21,361.1,206.0,Discount Vouchers,16.17,20.52
2199,40,33,Deal Hunter,19,293.7,195.2,Discount Vouchers,14.39,17.96
2200,46,13,Convenience Seeker,27,244.9,198.1,Streaming,17.93,22.21
2201,47,14,Convenience Seeker,18,249.9,166.2,Groceries,13.16,15.64
2202,42,24,Deal Hunter,17,516.0,295.8,Groceries,16.62,20.16
2203,54,34,Tech Enthusiast,17,348.8,157.9,Food Delivery,13.57,15.28
2204,25,44,Convenience Seeker,29,231.8,211.0,Food Delivery,18.93,22.37
2205,33,26,Deal Hunter,16,223.9,196.9,Electronics,12.21,15.29
2206,25,21,Tech Enthusiast,17,425.3,355.2,Electronics,16.3,17.68
2207,18,28,Tech Enthusiast,21,513.9,401.7,Electronics,19.66,22.17
2208,22,36,Convenience Seeker,24,246.3,168.3,Food Delivery,16.15,20.11
2209,20,40,Tech Enthusiast,14,371.5,331.9,Fitness,14.03,15.47
2210,18,2,Tech Enthusiast,18,406.4,339.5,Streaming,16.46,18.38
2211,21,42,Convenience Seeker,20,322.1,273.4,Food Delivery,15.96,18.33
2212,52,9,Deal Hunter,14,402.9,229.7,Groceries,13.33,16.97
2213,49,23,Deal Hunter,27,257.2,162.8,Discount Vouchers,17.7,21.9
2214,51,15,Convenience Seeker,15,299.5,236.2,Food Delivery,12.86,15.23
2215,42,13,Deal Hunter,21,313.9,189.6,Electronics,15.54,19.29
2216,27,23,Tech Enthusiast,18,496.6,333.5,Electronics,17.3,19.51
2217,38,17,Wellness Focused,15,317.7,240.1,Electronics,13.08,14.11
2218,44,2,Wellness Focused,12,289.2,185.3,Groceries,10.74,11.36
2219,44,20,Tech Enthusiast,22,350.8,293.4,Electronics,17.44,19.79
2220,19,20,Tech Enthusiast,11,359.5,166.8,Electronics,10.76,12.16
2221,30,46,Deal Hunter,14,421.7,335.2,Groceries,14.57,17.9
2222,26,3,Deal Hunter,19,313.8,150.6,Discount Vouchers,14.14,17.4
2223,53,12,Wellness Focused,8,133.8,122.6,Groceries,6.56,7.43
2224,39,40,Convenience Seeker,34,178.2,102.1,Groceries,19.8,23.93
2225,43,2,Convenience Seeker,19,268.4,224.8,Groceries,14.43,16.74
2226,29,36,Wellness Focused,14,155.3,106.6,Streaming,9.62,10.95
2227,34,14,Tech Enthusiast,18,433.4,195.1,Food Delivery,15.28,17.58
2228,31,16,Convenience Seeker,20,271.4,195.5,Food Delivery,14.67,17.87
2229,31,19,Wellness Focused,9,107.1,96.5,Fitness,6.54,7.04
2230,51,34,Deal Hunter,16,270.9,131.8,Electronics,12.03,15.23
2231,37,44,Wellness Focused,16,236.7,136.5,Fitness,11.73,12.97
2232,28,46,Deal Hunter,22,382.0,245.0,Groceries,17.27,20.81
2233,33,6,Tech Enthusiast,16,387.7,213.7,Discount Vouchers,14.01,15.95
2234,48,13,Deal Hunter,13,330.6,303.8,Discount Vouchers,12.84,16.29
2235,23,36,Wellness Focused,16,117.6,71.4,Fitness,9.89,11.05
2236,36,22,Deal Hunter,14,316.8,241.4,Electronics,12.58,14.92
2237,54,18,Deal Hunter,24,386.3,202.1,Streaming,17.88,22.39
2238,21,12,Convenience Seeker,20,360.1,187.6,Food Delivery,15.48,18.41
2239,21,30,Convenience Seeker,26,252.5,125.4,Discount Vouchers,16.78,19.19
2240,37,40,Deal Hunter,14,301.1,192.5,Groceries,11.94,15.04
2241,27,7,Deal Hunter,19,233.8,162.0,Discount Vouchers,13.46,16.97
2242,41,32,Wellness Focused,10,144.1,58.5,Fitness,7.03,7.73
2243,52,19,Wellness Focused,12,175.9,150.9,Fitness,9.27,9.91
2244,43,6,Deal Hunter,18,309.5,211.1,Electronics,14.21,18.21
2245,54,20,Wellness Focused,9,146.0,71.0,Groceries,6.67,7.45
2246,38,27,Deal Hunter,13,391.2,171.0,Fitness,12.12,15.25
2247,38,43,Convenience Seeker,20,284.8,123.8,Food Delivery,14.09,17.3
2248,27,37,Deal Hunter,22,310.1,168.0,Fitness,15.78,20.14
2249,21,7,Convenience Seeker,22,301.0,203.1,Discount Vouchers,16.04,19.4
2250,37,5,Deal Hunter,24,318.4,278.0,Discount Vouchers,17.96,21.66
2251,34,11,Tech Enthusiast,13,503.1,451.1,Electronics,16.04,17.8
2252,24,15,Deal Hunter,20,272.3,233.6,Groceries,15.06,18.44
2253,21,3,Deal Hunter,22,339.7,197.3,Streaming,16.37,20.9
2254,46,5,Deal Hunter,15,192.5,109.4,Electronics,10.52,13.11
2255,31,23,Tech Enthusiast,13,386.5,364.5,Discount Vouchers,14.01,15.54
2256,20,37,Wellness Focused,11,189.1,146.5,Fitness,8.86,9.69
2257,41,9,Wellness Focused,8,160.7,91.3,Fitness,6.52,7.43
2258,54,15,Tech Enthusiast,16,343.7,199.7,Electronics,13.43,15.42
2259,33,3,Tech Enthusiast,15,368.3,235.4,Electronics,13.54,15.72
2260,21,29,Wellness Focused,15,119.6,88.8,Streaming,9.58,10.22
2261,41,6,Deal Hunter,12,312.8,279.6,Streaming,11.92,14.71
2262,51,17,Tech Enthusiast,14,457.1,232.7,Electronics,13.9,15.44
2263,47,26,Deal Hunter,20,299.2,133.6,Electronics,14.33,18.41
2264,35,21,Wellness Focused,8,288.5,179.8,Fitness,8.68,9.51
2265,36,8,Wellness Focused,13,193.7,103.6,Fitness,9.47,10.25
2266,48,21,Wellness Focused,12,57.1,40.9,Fitness,6.98,7.26
2267,36,11,Convenience Seeker,20,280.0,219.7,Food Delivery,15.0,18.63
2268,36,38,Wellness Focused,10,177.0,101.0,Fitness,7.78,8.9
2269,39,8,Tech Enthusiast,14,492.6,382.8,Electronics,15.75,16.83
2270,41,42,Deal Hunter,19,319.0,187.8,Groceries,14.57,18.16
2271,29,24,Deal Hunter,17,304.8,228.4,Discount Vouchers,13.83,17.54
2272,47,35,Wellness Focused,10,304.4,227.7,Groceries,10.32,11.5
2273,48,14,Tech Enthusiast,12,283.7,156.9,Electronics,10.41,11.63
2274,53,14,Deal Hunter,13,299.3,224.4,Fitness,11.74,14.22
2275,36,10,Deal Hunter,16,335.9,204.8,Streaming,13.41,17.1
2276,53,12,Deal Hunter,21,296.0,173.2,Fitness,15.19,19.19
2277,47,38,Deal Hunter,20,194.0,108.4,Groceries,13.02,16.39
2278,50,44,Tech Enthusiast,9,434.2,256.3,Discount Vouchers,11.4,13.28
2279,35,46,Wellness Focused,9,152.5,127.0,Fitness,7.3,8.51
2280,45,34,Wellness Focused,18,171.8,91.9,Streaming,11.64,12.69
2281,28,41,Convenience Seeker,17,335.5,260.1,Food Delivery,14.46,17.21
2282,50,10,Wellness Focused,10,198.3,177.5,Fitness,8.76,9.53
2283,34,17,Deal Hunter,27,282.8,167.6,Discount Vouchers,18.0,21.82
2284,23,17,Convenience Seeker,18,283.6,118.0,Discount Vouchers,13.02,16.09
2285,21,3,Convenience Seeker,25,234.5,97.0,Food Delivery,15.82,19.62
2286,37,31,Deal Hunter,14,301.8,143.9,Fitness,11.46,14.58
2287,44,1,Convenience Seeker,21,305.4,140.7,Food Delivery,14.96,18.7
2288,32,12,Deal Hunter,15,281.5,228.4,Streaming,12.6,15.66
2289,23,39,Deal Hunter,19,353.7,198.8,Discount Vouchers,15.02,18.79
2290,31,4,Deal Hunter,19,306.2,232.4,Electronics,14.89,18.76
2291,28,42,Wellness Focused,18,149.5,63.3,Streaming,11.13,12.1
2292,26,13,Deal Hunter,16,289.7,163.0,Groceries,12.53,15.13
2293,43,34,Tech Enthusiast,16,373.2,197.3,Streaming,13.7,15.54
2294,33,42,Deal Hunter,16,325.4,179.7,Electronics,13.05,16.0
2295,22,21,Wellness Focused,20,163.5,82.6,Groceries,12.46,14.52
2296,27,22,Tech Enthusiast,16,492.2,364.1,Streaming,16.56,17.97
2297,20,4,Tech Enthusiast,11,356.8,272.7,Streaming,11.8,13.31
2298,30,18,Tech Enthusiast,15,442.6,213.2,Electronics,14.06,16.01
2299,47,5,Deal Hunter,10,388.6,313.8,Discount Vouchers,12.02,14.61
2300,23,19,Deal Hunter,12,423.8,227.8,Discount Vouchers,12.52,15.35
2301,34,2,Convenience Seeker,23,211.3,117.4,Streaming,14.79,17.77
2302,36,12,Deal Hunter,29,381.5,326.5,Electronics,21.58,26.01
2303,52,17,Deal Hunter,21,332.4,297.7,Discount Vouchers,16.8,21.04
2304,43,10,Tech Enthusiast,11,473.1,403.9,Electronics,14.27,16.8
2305,22,34,Convenience Seeker,14,221.3,106.5,Discount Vouchers,10.28,12.22
2306,46,6,Wellness Focused,10,173.0,164.3,Fitness,8.37,9.4
2307,54,8,Tech Enthusiast,16,388.2,298.8,Discount Vouchers,14.87,17.56
2308,37,11,Wellness Focused,10,153.0,104.1,Streaming,7.57,8.56
2309,38,12,Wellness Focused,11,182.5,168.8,Streaming,9.01,9.71
2310,27,9,Wellness Focused,16,329.7,280.1,Discount Vouchers,14.1,14.86
2311,22,2,Deal Hunter,12,360.1,281.1,Groceries,12.41,15.27
2312,53,8,Convenience Seeker,23,238.9,205.7,Discount Vouchers,15.95,19.17
2313,23,11,Tech Enthusiast,17,392.5,240.2,Discount Vouchers,14.83,15.84
2314,43,36,Tech Enthusiast,17,443.8,344.5,Discount Vouchers,16.38,18.52
2315,21,10,Tech Enthusiast,12,398.8,201.3,Food Delivery,12.0,13.26
2316,52,21,Convenience Seeker,34,249.0,234.9,Groceries,21.84,26.13
2317,18,20,Tech Enthusiast,14,343.4,248.6,Electronics,12.92,14.48
2318,41,8,Deal Hunter,15,317.2,268.9,Fitness,13.36,16.48
2319,53,36,Deal Hunter,13,168.5,105.1,Electronics,9.24,11.67
2320,23,29,Convenience Seeker,16,153.9,125.8,Food Delivery,10.8,12.64
2321,48,42,Convenience Seeker,10,239.0,146.5,Groceries,8.86,10.15
2322,37,12,Deal Hunter,21,359.6,260.5,Discount Vouchers,16.7,21.12
2323,41,14,Convenience Seeker,26,356.7,295.3,Streaming,19.52,23.8
2324,42,21,Deal Hunter,24,344.1,159.7,Fitness,17.04,21.4
2325,53,22,Convenience Seeker,25,292.1,174.1,Food Delivery,17.16,20.14
2326,38,21,Wellness Focused,10,186.8,130.7,Discount Vouchers,8.18,9.15
2327,47,44,Wellness Focused,11,230.3,134.4,Streaming,9.15,9.71
2328,41,30,Deal Hunter,19,332.8,189.7,Electronics,14.72,18.12
2329,47,39,Convenience Seeker,31,282.4,156.7,Food Delivery,19.89,24.77
2330,39,20,Wellness Focused,13,86.2,45.3,Fitness,7.82,8.74
2331,45,24,Convenience Seeker,18,275.8,239.1,Discount Vouchers,14.15,16.95
2332,24,23,Convenience Seeker,20,261.4,237.4,Food Delivery,14.99,17.92
2333,52,7,Wellness Focused,13,155.0,121.7,Groceries,9.27,9.89
2334,45,9,Tech Enthusiast,21,389.4,162.2,Food Delivery,16.02,18.88
2335,31,1,Deal Hunter,12,240.0,199.8,Fitness,10.4,13.21
2336,27,26,Convenience Seeker,19,292.3,202.5,Food Delivery,14.45,17.69
2337,33,38,Convenience Seeker,22,274.1,223.9,Food Delivery,15.98,19.13
2338,33,38,Convenience Seeker,23,264.2,169.2,Streaming,15.83,18.82
2339,48,44,Deal Hunter,21,333.8,141.1,Groceries,15.25,18.56
2340,42,22,Deal Hunter,15,245.2,190.0,Streaming,11.85,15.2
2341,30,44,Deal Hunter,18,425.8,274.3,Electronics,16.0,18.97
2342,23,10,Tech Enthusiast,16,466.6,410.9,Discount Vouchers,16.77,19.24
2343,26,6,Wellness Focused,13,217.2,175.1,Fitness,10.42,10.97
2344,53,17,Wellness Focused,14,269.1,160.8,Fitness,11.3,12.36
2345,37,38,Tech Enthusiast,18,422.7,337.4,Electronics,16.6,18.75
2346,35,24,Deal Hunter,19,303.1,203.8,Discount Vouchers,14.57,17.51
2347,38,10,Tech Enthusiast,17,426.4,217.3,Discount Vouchers,14.94,16.5
2348,21,8,Convenience Seeker,22,351.6,221.8,Discount Vouchers,16.73,20.44
2349,50,21,Deal Hunter,26,266.3,139.1,Groceries,17.05,21.9
2350,44,6,Tech Enthusiast,19,500.9,201.7,Food Delivery,16.53,18.83
2351,24,21,Tech Enthusiast,21,328.9,176.2,Streaming,15.55,17.25
2352,23,39,Tech Enthusiast,17,442.0,227.7,Streaming,15.2,16.73
2353,32,24,Deal Hunter,18,380.6,153.2,Streaming,14.34,17.46
2354,35,33,Tech Enthusiast,11,448.7,372.9,Streaming,13.72,15.49
2355,49,18,Tech Enthusiast,17,472.9,209.2,Electronics,15.32,17.43
2356,28,28,Convenience Seeker,15,252.3,163.3,Discount Vouchers,11.66,14.42
2357,37,32,Deal Hunter,15,243.6,153.4,Groceries,11.47,14.2
2358,41,12,Deal Hunter,17,383.0,191.4,Groceries,14.24,17.37
2359,32,42,Tech Enthusiast,14,520.9,485.4,Electronics,17.06,18.7
2360,24,27,Convenience Seeker,16,250.1,183.1,Food Delivery,12.33,14.72
2361,38,10,Convenience Seeker,16,300.9,255.0,Food Delivery,13.56,15.6
2362,43,46,Deal Hunter,26,270.4,182.0,Discount Vouchers,17.52,21.41
2363,31,42,Deal Hunter,13,265.9,212.1,Electronics,11.28,13.56
2364,54,32,Wellness Focused,5,186.4,174.0,Groceries,6.1,6.66
2365,38,42,Convenience Seeker,26,216.3,128.0,Discount Vouchers,16.44,19.95
2366,35,26,Tech Enthusiast,17,415.8,281.6,Electronics,15.47,17.66
2367,22,25,Wellness Focused,8,361.8,247.1,Fitness,10.09,11.31
2368,20,11,Wellness Focused,16,137.6,130.2,Streaming,10.68,11.45
2369,40,23,Deal Hunter,14,340.5,179.9,Electronics,12.2,15.65
2370,43,34,Deal Hunter,22,214.5,165.5,Streaming,14.8,18.65
2371,54,40,Convenience Seeker,19,291.4,138.7,Discount Vouchers,13.8,16.82
2372,41,23,Deal Hunter,14,277.7,252.7,Groceries,12.3,15.67
2373,36,29,Deal Hunter,19,337.6,244.6,Electronics,15.32,19.08
2374,42,31,Tech Enthusiast,12,426.0,371.7,Fitness,13.98,15.75
2375,38,7,Convenience Seeker,21,268.3,239.5,Electronics,15.58,19.33
2376,29,40,Deal Hunter,20,263.2,185.9,Fitness,14.49,17.6
2377,50,33,Deal Hunter,12,303.0,234.8,Streaming,11.38,14.04
2378,21,21,Deal Hunter,23,334.1,262.1,Groceries,17.46,22.26
2379,24,2,Tech Enthusiast,15,395.4,258.3,Electronics,14.04,15.78
2380,39,18,Deal Hunter,16,404.2,258.3,Electronics,14.62,17.87
2381,50,47,Deal Hunter,24,322.5,162.0,Discount Vouchers,16.84,20.4
2382,34,33,Wellness Focused,7,120.4,73.6,Fitness,5.44,6.02
2383,41,37,Deal Hunter,13,345.9,326.8,Electronics,13.23,16.24
2384,51,34,Deal Hunter,15,173.2,95.0,Electronics,10.18,12.77
2385,45,20,Deal Hunter,17,437.7,358.6,Electronics,16.46,21.22
2386,39,35,Deal Hunter,19,216.8,93.8,Discount Vouchers,12.61,16.04
2387,34,18,Deal Hunter,24,373.8,245.6,Groceries,18.19,21.29
2388,51,46,Deal Hunter,12,364.4,157.5,Fitness,11.22,14.15
2389,23,24,Tech Enthusiast,16,342.2,226.4,Discount Vouchers,13.69,15.79
2390,23,8,Deal Hunter,13,353.6,146.8,Groceries,11.5,14.16
2391,51,30,Wellness Focused,9,138.6,102.2,Groceries,6.91,7.86
2392,18,44,Wellness Focused,21,170.1,122.9,Electronics,13.43,14.89
2393,27,10,Convenience Seeker,20,288.2,241.8,Food Delivery,15.3,17.47
2394,38,23,Deal Hunter,15,317.1,228.6,Discount Vouchers,12.96,16.13
2395,22,11,Deal Hunter,21,260.0,236.4,Discount Vouchers,15.46,19.04
2396,19,2,Wellness Focused,16,204.6,170.0,Groceries,11.75,12.7
2397,39,26,Wellness Focused,14,167.5,79.2,Fitness,9.47,10.52
2398,19,36,Wellness Focused,10,173.4,94.7,Groceries,7.68,8.6
2399,27,33,Deal Hunter,17,316.9,131.3,Discount Vouchers,12.98,16.36
2400,51,47,Tech Enthusiast,18,329.3,201.6,Electronics,14.31,16.47
2401,33,13,Deal Hunter,20,252.5,171.8,Discount Vouchers,14.24,17.16
2402,39,40,Convenience Seeker,19,224.6,206.7,Streaming,13.81,16.13
2403,29,25,Convenience Seeker,26,284.6,195.6,Discount Vouchers,17.8,21.5
2404,41,4,Deal Hunter,20,264.3,219.2,Discount Vouchers,14.84,18.88
2405,27,42,Convenience Seeker,24,331.4,181.4,Food Delivery,17.13,20.74
2406,52,19,Wellness Focused,11,192.1,93.0,Groceries,8.35,8.66
2407,49,18,Tech Enthusiast,16,431.9,365.3,Discount Vouchers,15.97,18.31
2408,24,37,Tech Enthusiast,13,390.1,209.1,Streaming,12.49,13.53
2409,38,30,Convenience Seeker,31,164.2,144.4,Electronics,18.59,22.69
2410,37,19,Wellness Focused,15,211.9,104.6,Groceries,10.66,11.55
2411,43,23,Deal Hunter,18,276.7,240.3,Streaming,14.17,17.7
2412,21,16,Convenience Seeker,23,170.5,140.7,Food Delivery,14.61,18.45
2413,39,1,Deal Hunter,25,269.9,198.7,Streaming,17.19,21.13
2414,32,12,Convenience Seeker,25,255.2,221.4,Groceries,17.27,20.33
2415,38,24,Deal Hunter,20,177.3,103.2,Discount Vouchers,12.8,15.71
2416,32,34,Convenience Seeker,25,239.8,117.8,Food Delivery,16.08,18.57
2417,39,8,Convenience Seeker,27,320.5,155.9,Discount Vouchers,18.26,21.36
2418,45,18,Tech Enthusiast,18,411.9,226.0,Electronics,15.38,17.87
2419,31,5,Convenience Seeker,29,332.0,214.3,Groceries,19.96,22.77
2420,44,26,Tech Enthusiast,12,385.8,340.2,Discount Vouchers,13.26,14.73
2421,45,30,Wellness Focused,14,249.2,111.9,Fitness,10.61,11.75
2422,43,13,Convenience Seeker,25,179.5,162.2,Food Delivery,15.92,18.91
2423,19,19,Wellness Focused,17,216.0,196.3,Electronics,12.62,14.39
2424,42,29,Deal Hunter,12,313.5,250.8,Discount Vouchers,11.64,14.38
2425,20,3,Tech Enthusiast,14,491.3,439.8,Electronics,16.31,18.26
2426,25,26,Convenience Seeker,19,235.3,193.7,Food Delivery,13.79,16.61
2427,50,40,Tech Enthusiast,17,346.8,239.5,Fitness,14.36,16.34
2428,52,12,Wellness Focused,15,210.4,153.7,Streaming,11.14,12.25
2429,23,2,Tech Enthusiast,13,508.8,379.3,Streaming,15.38,17.35
2430,40,11,Wellness Focused,11,194.2,91.2,Fitness,8.35,8.7
2431,42,44,Deal Hunter,21,317.5,160.7,Groceries,15.28,18.43
2432,36,28,Deal Hunter,15,247.1,170.0,Discount Vouchers,11.67,14.67
2433,22,18,Convenience Seeker,30,316.8,146.8,Groceries,19.64,24.16
2434,28,13,Convenience Seeker,23,256.9,239.1,Food Delivery,16.46,20.38
2435,29,37,Deal Hunter,24,362.0,245.8,Groceries,18.08,21.64
2436,27,22,Tech Enthusiast,13,421.8,256.9,Streaming,13.29,14.68
2437,25,12,Convenience Seeker,21,382.4,186.1,Food Delivery,16.18,20.14
